Code,Food Name,대분류,중분류,fc,vg,cs,si
D09007,홍차,음료 및 차류,잎차류,FC14S06,VG01,CS12,
D09008,히비스커스,음료 및 차류,잎차류,FC14S06,VG01,CS12,
D10009,더치커피,음료 및 차류,커피류,FC14S07,VG01,CS12,
D10010,돌체라떼(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,SI10
D10012,시나몬라떼(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,SI08
D10013,아메리카노(HOT),음료 및 차류,커피류,FC14S07,VG01,CS12,
D10015,아이스돌체라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,SI10
D10016,아이스모카라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,
D10020,아이스초코모카라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,SI10
D10021,아이스카라멜마끼아또,음료 및 차류,커피류,FC14S07,VG02,CS12,SI06
D10022,아이스카페라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,
D10023,아이스카푸치노,음료 및 차류,커피류,FC14S07,VG02,CS12,
D10024,아이스코코넛라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,
D10025,아이스토피넛라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,"SI10, SI08, SI01"
D10026,아이스티라미수라떼,음료 및 차류,커피류,FC14S07,VG02,CS13,SI08
D10031,초코모카라떼(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,SI10
D10032,카라멜마끼아또(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,SI06
D10033,카페라떼(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,
D10034,카푸치노(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,
D10037,콜드브루라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,
D10038,토피넛라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,"SI10, SI08, SI01"
D10040,헤이즐넛라떼(HOT),음료 및 차류,커피류,FC14S07,VG02,CS12,SI10
D10041,헤이즐넛아메리카노(HOT),음료 및 차류,커피류,FC14S07,VG01,CS12,SI10
D10042,바닐라라떼,음료 및 차류,커피류,FC14S07,VG02,CS12,SI06
